1,3222
1,1
1,136
1,1259
1,2742
1,2894
1,1505
1,4883
1,1835
1,5341
1,1691
1,1739
1,2558
1,4428
2,1
2,995
2,2979
2,4299
2,891
2,2701
3,4255
3,1514
3,4067
3,5021
3,1959
3,3573
4,1
4,4001
5,4892
5,4151
5,64
5,2409
6,1460
6,3312
6,2864
6,2599
6,4357
6,3098
6,2171
6,3189
7,2
7,4540
7,1514
7,4276
7,4152
7,44
7,2762
7,3310
8,2040
8,4079
9,607
9,1739
9,2
9,1279
10,2708
10,2
10,4928
10,2345
10,1912
10,3320
10,3807
10,1067
10,2479
10,1413
10,609
10,4403
10,2233
10,237
10,17
10,644
10,2176
10,107
10,1404
10,3977
10,2915
10,1348
10,1041
10,1968
10,1092
10,1297
10,4686
10,1393
11,2
11,1317
11,1117
12,1377
12,2058
12,1418
12,953
13,2423
13,4266
13,2737
13,2427
13,1636
13,3575
13,4682
13,3247
13,4298
13,2198
13,3671
14,2
14,319
14,4353
14,2299
15,5102
15,2
15,2478
15,2670
15,3195
16,2
16,277
16,2088
16,534
16,409
17,2
17,110
17,585
17,2219
17,366
18,2
18,3016
18,4403
18,3492
19,2070
19,2261
19,2558
20,5065
20,5635
20,4994
20,5179
20,5178
20,3
20,5067
20,4795
20,2177
20,1307
20,2841
20,3872
20,1871
20,1887
20,1872
20,4894
20,3309
20,5058
20,4533
21,3
21,1726
21,1252
21,4116
21,1293
22,2224
22,1807
22,1881
23,3
23,5773
23,4026
23,4282
23,5220
23,4523
23,2749
23,5605
23,4905
23,4384
23,1704
23,4530
23,3340
24,3
24,3138
24,4313
25,24
25,1522
25,2024
25,1220
26,5638
26,5706
26,5551
26,5663
26,5625
26,1859
26,1700
26,4114
27,1062
27,2771
27,4310
27,1751
27,296
27,3914
27,2670
28,1900
28,1197
28,3090
28,5320
29,4869
29,1084
29,2662
30,4992
30,5481
30,5134
30,4990
30,5112
30,4527
30,5515
30,5433
30,4
30,5575
30,5185
30,5514
30,4024
30,4147
30,4091
30,5650
30,3268
30,5513
30,4026
30,5311
30,4903
30,4462
30,5709
30,5061
30,5131
30,5625
30,2367
30,5663
30,4895
30,4988
30,5593
30,5507
30,5399
30,4858
30,1954
30,476
30,4894
30,4658
30,5749
30,5425
30,3402
30,597
30,5674
31,4897
31,4
31,3306
31,5603
31,5691
31,5642
31,5395
31,5016
31,5695
31,1268
32,2676
32,4
32,3780
32,3010
32,1156
33,11
33,4
33,27
33,2309
33,1533
33,193
33,24
34,4839
34,4
34,3249
34,2527
34,3652
35,4
35,971
35,2432
35,121
35,1303
35,1562
35,151
35,2009
35,2530
35,3402
35,1513
36,2053
36,4
36,341
36,1358
36,2426
36,1521
36,1271
36,821
36,21
37,5481
37,2366
37,2368
37,4990
37,4222
37,5178
37,5056
37,5640
37,5662
37,4991
37,271
37,3059
37,4749
37,4
37,1629
37,5245
37,4998
37,4698
37,5643
37,4402
37,1539
37,3948
37,4977
37,5766
37,4988
37,5642
37,5639
37,5047
37,5068
37,5625
37,5069
37,1702
37,1353
37,365
37,5597
37,2129
37,5598
37,107
37,533
37,5646
37,4685
37,4893
37,4894
37,5058
37,3513
37,548
38,706
38,5
38,5354
38,2709
38,1432
38,2428
38,3183
38,724
39,5
39,2186
39,4956
39,1467
39,1764
39,2709
40,59
41,5
41,2431
41,2364
41,2097
42,5
42,3882
42,1966
42,4691
42,4388
42,3619
43,4368
43,5076
43,5112
43,5110
43,4529
43,5111
43,2842
43,4991
43,3440
43,949
43,3005
43,5403
43,1936
43,1625
43,4913
43,5247
43,5143
43,4998
43,5122
43,2139
43,5060
43,5061
43,4989
43,5001
43,5593
43,1694
43,548
44,3302
44,187
44,1220
44,1578
45,1074
45,706
45,66
45,5
45,2824
45,1592
45,1209
45,1034
45,3240
45,70
45,707
46,4529
46,585
46,5249
46,5
46,5246
46,1717
46,3148
46,627
46,4986
46,5588
46,3334
46,1081
46,5787
46,2577
46,4533
47,724
47,5
47,2771
47,2737
47,5217
47,1985
48,5130
48,4900
48,4856
48,2956
48,4904
48,5131
48,1858
48,2010
48,1773
48,5135
48,4854
48,2342
48,5150
48,788
48,1161
49,1046
49,1889
49,348
49,2181
49,1824
49,253
49,991
49,1545
49,381
49,1507
49,3674
49,3690
49,3054
49,722
50,655
50,706
50,4305
50,5
50,1073
50,1049
51,5538
51,5604
51,3007
51,5372
51,3006
51,5603
51,1696
51,5407
52,2501
52,5
52,305
53,902
53,5
53,4320
53,2672
53,517
54,5
54,3382
54,3637
54,1512
55,2688
55,4681
55,306
55,2071
55,1543
55,128
55,2471
55,2379
55,2747
55,4065
55,3694
56,5702
56,5071
56,446
56,4993
56,4529
56,1524
56,4527
56,5111
56,4525
56,4994
56,4749
56,5571
56,752
56,5820
56,5
56,5590
56,5185
56,4020
56,4024
56,4025
56,5795
56,3268
56,4973
56,1764
56,5763
56,2563
56,5650
56,2122
56,4522
56,5383
56,2160
56,5597
56,5588
56,995
56,3328
56,1779
56,1938
56,1873
57,5
57,171
57,2876
57,1002
57,322
57,1441
57,843
57,152
58,3342
58,1073
58,3339
59,5
59,585
59,991
59,2941
59,1521
59,354
59,1286
59,2570
59,51
60,226
60,2526
60,2528
61,2665
61,5
61,2332
61,2709
61,429
61,1243
62,5
62,2824
62,4301
62,2449
62,2428
62,2709
62,4480
62,4500
62,4501
62,678
63,2954
63,5
63,2949
63,4302
63,2574
64,770
64,304
64,3214
64,164
64,5
64,109
64,1919
64,2022
64,2714
64,2431
64,2079
64,2533
64,817
64,878
65,3801
65,5
65,1236
65,1961
65,227
66,453
66,3283
67,4441
67,2903
67,6
67,2277
67,74
67,3967
68,913
68,4249
68,4676
68,6
68,652
69,4317
69,1888
69,6
69,3069
69,2848
70,4257
70,3294
70,2332
70,605
70,3680
70,2344
70,6
70,2717
70,1443
70,2809
70,4306
70,1957
71,2142
71,5210
71,4129
71,3254
71,1821
71,1838
71,623
71,2513
71,2249
71,779
71,2264
71,2208
71,466
71,2739
71,672
71,3466
72,1630
72,4016
72,472
72,1030
72,3167
72,2036
72,2426
72,1647
72,830
72,154
72,1377
72,4863
72,960
72,150
72,1105
72,4294
73,1046
74,3950
74,1558
74,3605
74,3813
74,2106
74,6
75,4029
75,3602
75,2428
75,6
75,4852
75,2880
76,4837
76,1307
76,1073
76,2316
76,4579
76,4657
76,4642
77,1465
77,673
77,2329
77,1842
78,4393
78,2571
78,3230
78,5223
78,6
79,4992
79,4993
79,4990
79,3709
79,2390
79,2431
79,6
79,3775
80,2366
80,5076
80,542
80,3112
80,4997
80,4995
80,5181
80,5179
80,344
80,5666
80,5112
80,3716
80,348
80,2282
80,66
80,5775
80,440
80,752
80,4799
80,2964
80,4331
80,2201
80,5739
80,57
80,2331
80,4855
80,3848
80,1612
80,2653
80,3596
80,2020
80,4302
80,1902
80,3405
80,2571
80,5529
80,3230
80,1246
80,1726
80,5122
80,80
80,1230
80,5147
80,3355
80,1111
80,1154
80,4653
80,1095
80,215
80,4677
80,6
80,1883
80,5413
80,2021
80,3948
80,2687
80,1220
80,4691
80,5668
80,1034
80,5383
80,5538
80,1582
80,5664
80,3733
80,2162
80,354
80,4948
80,206
80,3334
80,5171
80,4854
80,5202
80,2228
80,1845
80,2657
80,3263
80,142
80,476
80,5077
80,4533
80,5336
80,3782
80,456
80,548
81,1658
81,6
81,2533
81,2389
82,4011
82,6
82,814
83,789
83,835
83,3396
83,609
83,6
83,3544
83,286
84,4828
84,4727
84,5021
84,3356
84,6
85,3265
85,4489
85,984
85,3829
85,1548
85,6
85,69
86,2612
86,3296
86,1497
86,6
87,5071
87,3892
87,968
87,4982
87,2208
87,1896
88,3060
88,957
88,337
88,2034
88,1073
88,933
89,1447
89,352
89,1713
89,2897
89,6
90,2031
91,2431
91,4584
91,1220
91,874
91,406
91,3265
92,2043
92,4301
92,3185
92,6
92,5021
92,3705
92,2833
92,2276
92,4499
93,2676
93,1245
93,1966
93,3296
93,1073
93,3456
93,1162
93,3419
93,1884
94,5725
94,2944
94,5666
94,292
94,2284
94,4576
94,969
94,5331
94,1668
94,1838
94,6
94,1654
94,114
94,5634
94,2943
94,5664
94,5407
94,5442
94,5659
94,5098
94,5718
94,5323
94,4894
95,2309
95,3997
95,2571
95,2428
95,1928
95,3628
95,3629
95,3044
95,899
95,31
95,3496
95,4596
95,3975
95,2229
95,3980
95,5081
95,3463
95,2657
95,3247
95,3600
95,2202
95,1958
96,4718
96,66
96,5031
96,1514
96,2345
96,3353
96,1242
96,2836
96,2953
96,4067
96,6
96,1846
96,2230
96,2228
96,3204
97,3372
97,4618
97,302
97,4575
97,150
97,4392
97,3818
97,6
98,2062
98,144
98,3203
98,5109
98,2158
98,3715
98,4501
98,999
98,4608
99,593
99,795
99,3320
99,92
99,1456
99,74
99,438
100,574
100,1178
100,1749
100,995
100,3241
100,7
100,26
100,311
100,1260
100,3355
100,375
100,547
100,3385
100,106
100,2925
100,4541
100,3606
100,3953
100,2154
100,1004
100,1576
101,1562
101,3185
101,2390
101,1220
102,4037
102,1771
102,7
102,987
103,5021
103,7
103,259
103,1073
103,2106
104,7
104,4852
104,2428
104,3602
104,4433
104,2792
105,7
105,2079
105,2612
105,3330
105,1554
106,670
106,3069
106,4964
106,2916
107,2448
107,1905
107,2343
108,1479
108,7
108,3355
108,3691
